"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"860Z200US10173","ZCTA5 10173","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US10174","ZCTA5 10174","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US10177","ZCTA5 10177","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US10199","ZCTA5 10199","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US10271","ZCTA5 10271","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US10278","ZCTA5 10278","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US10279","ZCTA5 10279","62","63","0.0","41.8","0.0","41.8","0.0","41.8","0.0","41.8","0.0","41.8","0.0","41.8","0.0","41.8","0.0","41.8","0.0","41.8","100.0","41.8","250,000+","***","1210208","103073","0.0","(X)","(X)","(X)","(X)","(X)","62","63","0.0","41.8","0.0","41.8","0.0","41.8","0.0","41.8","0.0","41.8","0.0","41.8","0.0","41.8","0.0","41.8","0.0","41.8","100.0","41.8","250,000+","***","1210208","103073","(X)","(X)","0.0","(X)","(X)","(X)","62","63","0.0","41.8","0.0","41.8","0.0","41.8","0.0","41.8","0.0","41.8","0.0","41.8","0.0","41.8","0.0","41.8","0.0","41.8","100.0","41.8","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US10280","ZCTA5 10280","4222","755","0.0","0.1","0.3","0.9","1.5","1.8","0.6","1.1","3.4","3.3","2.9","2.5","6.3","5.2","12.4","6.0","21.2","9.4","51.3","11.0","206250","81683","343601","74014","29.8","(X)","(X)","(X)","(X)","(X)","1985","608","0.0","2.0","0.6","2.0","0.0","2.0","0.0","2.0","2.0","3.4","1.2","2.0","1.6","2.7","5.2","5.2","24.1","15.1","65.4","16.2","250,000+","***","451637","132761","(X)","(X)","23.0","(X)","(X)","(X)","1708","583","0.0","2.3","0.7","2.4","0.0","2.3","0.0","2.3","0.0","2.3","1.4","2.3","1.8","3.1","2.9","4.4","28.0","16.9","65.2","17.4","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2237","578","0.0","0.1","0.0","1.8","2.8","3.3","1.2","2.0","6.5","5.9","4.5","4.3","10.5","9.3","17.1","10.1","18.7","11.1","38.8","14.4","156945","41393","246098","60356","(X)","(X)","(X)","(X)","34.2","(X)",
"860Z200US10282","ZCTA5 10282","2584","386","2.7","3.0","0.6","1.0","0.0","1.5","3.1","2.9","0.5","0.8","1.0","1.2","1.6","2.0","7.5","5.5","17.0","9.1","66.0","9.5","250,000+","***","468406","90984","45.7","(X)","(X)","(X)","(X)","(X)","1516","319","1.9","3.4","0.0","2.6","0.0","2.6","2.2","3.5","0.0","2.6","4.4","5.8","2.6","4.4","7.3","7.2","18.9","13.7","62.7","13.5","250,000+","***","449847","94338","(X)","(X)","42.5","(X)","(X)","(X)","1170","323","0.0","3.4","0.0","3.4","0.0","3.4","0.0","3.4","0.0","3.4","0.0","3.4","0.0","3.4","3.7","4.2","22.6","16.7","73.8","16.0","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1068","278","3.9","5.5","1.5","2.6","0.0","3.7","4.3","5.3","1.2","2.0","1.4","2.3","3.9","4.9","7.8","9.1","9.1","9.0","66.9","14.8","242346","50816","469539","168435","(X)","(X)","(X)","(X)","50.3","(X)",
"860Z200US10301","ZCTA5 10301","14430","624","7.4","1.6","3.6","1.2","5.0","2.0","5.1","1.5","6.8","1.5","17.2","2.4","12.6","2.7","17.2","2.0","10.0","2.0","15.2","2.2","84937","6867","116032","6458","53.1","(X)","(X)","(X)","(X)","(X)","9008","620","5.6","1.9","1.0","0.9","4.5","2.7","4.8","2.0","4.1","1.3","18.5","3.0","12.8","3.5","15.9","2.7","11.8","2.5","21.1","3.3","96775","8667","136980","9059","(X)","(X)","58.1","(X)","(X)","(X)","5167","537","2.3","1.7","0.7","0.6","3.7","2.6","1.7","1.3","3.4","1.6","13.2","3.6","8.0","2.8","19.5","4.0","16.5","3.9","30.9","4.9","138566","16777","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5422","531","10.6","3.4","8.0","2.8","6.0","2.7","6.8","2.4","11.6","3.0","17.4","4.9","13.5","4.7","18.1","3.9","3.9","1.8","4.0","1.5","62692","7738","73235","6975","(X)","(X)","(X)","(X)","43.7","(X)",
"860Z200US10302","ZCTA5 10302","6159","508","9.5","3.9","1.2","0.7","6.7","2.5","5.0","2.0","11.9","4.5","15.0","5.1","10.9","3.5","18.3","4.0","10.5","2.7","11.0","3.6","76089","11899","96783","9490","54.3","(X)","(X)","(X)","(X)","(X)","4342","517","6.2","4.1","0.9","1.0","5.2","2.6","3.1","1.9","14.2","5.9","10.7","4.8","11.4","3.9","22.2","5.2","13.3","3.6","12.9","4.6","93804","21790","109182","11486","(X)","(X)","51.9","(X)","(X)","(X)","2911","480","1.1","1.5","0.7","0.9","4.6","3.2","3.1","2.2","10.6","7.0","6.1","3.4","13.7","5.6","27.4","6.6","16.7","4.9","16.1","6.5","126023","24703","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1817","403","22.1","10.0","2.3","2.3","10.5","5.0","9.5","5.6","5.5","4.9","25.7","11.5","6.5","4.5","9.4","4.3","4.5","4.3","4.0","3.7","52574","35884","58579","11591","(X)","(X)","(X)","(X)","54.5","(X)",
"860Z200US10303","ZCTA5 10303","8742","385","10.0","2.3","3.9","1.8","7.7","2.3","3.3","1.3","7.8","2.4","13.8","3.3","13.6","3.0","16.0","2.8","13.0","2.6","11.0","2.9","79429","6375","100468","7559","59.9","(X)","(X)","(X)","(X)","(X)","6313","425","9.1","2.9","2.9","1.6","4.0","2.0","2.8","1.5","6.4","2.9","10.6","3.3","14.5","3.5","21.8","3.5","15.2","3.3","12.6","3.2","99575","5250","113399","8474","(X)","(X)","66.7","(X)","(X)","(X)","3435","361","3.8","2.4","1.4","1.3","1.1","1.5","2.4","1.7","4.4","2.5","11.4","5.0","11.5","4.2","25.3","5.1","19.7","5.1","19.1","5.5","127354","15984","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2429","363","13.7","6.0","6.4","4.3","16.1","6.7","4.8","2.6","11.5","5.3","25.6","9.4","9.5","4.6","5.8","4.1","5.7","5.1","0.9","0.9","45864","14511","54567","9265","(X)","(X)","(X)","(X)","40.5","(X)",
"860Z200US10304","ZCTA5 10304","15900","795","8.2","1.9","4.8","1.7","6.2","1.7","6.1","1.6","12.1","2.6","14.0","3.0","9.2","2.2","18.7","3.8","7.4","1.8","13.2","2.2","71506","7356","107989","10102","54.9","(X)","(X)","(X)","(X)","(X)","10801","701","5.0","1.8","2.3","1.3","6.2","2.3","4.4","1.9","12.5","3.4","11.6","2.5","9.9","2.5","23.1","4.7","8.0","2.0","17.0","3.3","91624","14985","128469","14658","(X)","(X)","58.9","(X)","(X)","(X)","6302","513","3.1","2.0","0.6","0.5","4.4","2.7","4.3","2.1","10.7","4.7","10.1","2.8","8.6","2.8","25.3","4.6","11.0","3.0","21.9","3.8","117562","7045","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5099","708","16.8","5.2","10.3","4.1","6.1","3.1","8.8","3.3","11.1","4.2","19.3","8.0","8.7","4.3","9.3","3.4","6.3","3.6","3.3","1.7","43682","13559","60989","7559","(X)","(X)","(X)","(X)","46.2","(X)",
"860Z200US10305","ZCTA5 10305","15637","742","4.9","1.6","2.4","1.1","6.8","1.7","6.2","1.8","7.9","1.8","13.2","2.8","16.8","3.2","19.6","2.7","8.9","2.0","13.4","2.1","86294","4463","113878","7489","49.2","(X)","(X)","(X)","(X)","(X)","10590","634","2.1","1.2","0.7","0.5","4.9","1.9","4.0","1.5","7.4","1.8","11.3","3.5","18.2","3.2","24.9","3.6","11.5","2.8","14.9","2.6","102885","8167","130486","9438","(X)","(X)","52.5","(X)","(X)","(X)","7406","559","1.6","1.4","0.6","0.5","4.2","2.3","4.8","2.2","7.6","2.1","7.2","2.4","18.9","4.1","25.4","4.0","10.6","3.3","19.1","3.4","109965","8866","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5047","650","11.8","4.3","5.8","3.3","10.5","4.2","11.1","4.7","8.5","3.9","19.4","5.8","14.7","7.1","9.6","2.7","2.9","1.2","5.7","3.1","51566","12398","68327","10014","(X)","(X)","(X)","(X)","41.5","(X)",
"860Z200US10306","ZCTA5 10306","19846","714","3.4","1.1","2.2","1.0","5.1","1.3","6.8","1.5","9.2","1.9","12.2","2.2","11.5","2.3","20.6","2.4","11.2","2.0","17.7","2.5","97746","9279","125636","8128","49.9","(X)","(X)","(X)","(X)","(X)","14806","833","1.5","0.7","1.0","0.8","3.4","1.3","6.0","1.6","7.6","2.2","12.9","2.8","11.0","3.1","21.6","3.0","13.4","2.5","21.5","3.3","114487","10761","139434","9179","(X)","(X)","50.2","(X)","(X)","(X)","10361","735","1.2","0.6","0.7","0.7","1.8","0.9","4.0","1.6","6.7","2.6","10.4","2.7","10.4","3.8","20.8","3.3","16.3","3.0","27.7","4.3","133231","11953","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5040","509","9.4","3.5","6.0","3.1","11.3","3.4","9.9","3.4","13.8","4.3","11.5","3.1","12.5","4.0","15.6","4.6","4.0","2.4","5.8","2.5","48313","13002","77990","12733","(X)","(X)","(X)","(X)","45.1","(X)",
"860Z200US10307","ZCTA5 10307","5135","307","3.1","1.9","0.9","1.4","2.2","1.3","1.4","0.9","5.0","2.2","10.2","4.2","12.6","4.7","23.9","6.7","15.0","4.9","25.8","4.8","138807","19123","160824","15649","54.8","(X)","(X)","(X)","(X)","(X)","3940","355","0.5","0.5","0.0","1.0","0.7","0.8","0.0","1.0","2.9","1.7","10.7","5.0","12.2","5.8","26.7","8.3","16.8","6.3","29.6","6.0","145521","9567","178849","18738","(X)","(X)","57.5","(X)","(X)","(X)","3450","352","0.5","0.6","0.0","1.2","0.3","0.5","0.0","1.2","1.8","1.1","11.0","5.2","10.9","6.0","27.0","9.1","16.4","7.0","32.0","6.6","148715","20580","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1195","245","11.6","7.9","3.8","6.1","7.0","4.9","5.9","3.9","11.6","8.0","10.9","7.4","14.9","7.9","17.9","10.5","7.4","7.8","8.9","5.9","62004","35802","87310","15750","(X)","(X)","(X)","(X)","45.9","(X)",
"860Z200US10308","ZCTA5 10308","10323","668","4.0","1.9","1.4","1.0","5.0","1.7","4.7","2.1","4.5","1.9","11.2","2.8","11.2","2.8","17.3","3.5","18.4","3.8","22.2","4.3","122654","16223","138577","11181","57.2","(X)","(X)","(X)","(X)","(X)","8276","659","0.6","0.5","1.1","1.1","2.4","1.2","2.4","1.6","4.9","2.6","10.0","3.3","11.9","3.5","20.1","4.2","21.6","4.4","25.0","4.9","137220","16160","153582","11192","(X)","(X)","58.6","(X)","(X)","(X)","6866","708","0.4","0.4","1.4","1.3","1.2","0.9","1.3","0.9","3.3","1.9","9.7","3.9","11.7","3.7","21.2","5.2","22.5","4.8","27.3","5.8","147632","20518","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2047","398","18.5","8.4","2.5","2.5","15.8","7.6","13.9","7.8","7.4","4.5","12.3","6.7","10.9","4.7","10.6","7.0","3.4","2.6","4.6","3.5","34744","19532","58769","12491","(X)","(X)","(X)","(X)","50.8","(X)",
"860Z200US10309","ZCTA5 10309","12108","738","5.8","2.4","3.0","3.4","3.1","1.3","3.6","1.5","4.6","2.0","13.6","3.8","7.5","2.4","15.9","3.0","15.6","3.5","27.3","4.0","123638","19422","154589","16158","57.6","(X)","(X)","(X)","(X)","(X)","9310","593","3.1","1.6","0.5","0.5","1.6","1.2","2.2","1.1","4.9","2.3","12.8","4.4","8.0","2.8","18.4","3.8","16.5","3.6","32.2","4.7","143908","21838","172634","18515","(X)","(X)","60.0","(X)","(X)","(X)","7909","660","2.0","1.5","0.6","0.6","1.6","1.4","1.4","1.1","4.1","1.8","13.4","5.2","8.3","3.1","16.6","4.3","17.4","3.6","34.5","5.1","155729","22275","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2798","666","15.6","8.8","11.5","13.5","7.8","4.2","8.2","5.7","3.5","3.0","16.4","7.2","6.4","4.7","11.1","4.9","12.3","8.1","7.1","4.7","54357","22688","83820","21532","(X)","(X)","(X)","(X)","48.0","(X)",
"860Z200US10310","ZCTA5 10310","8982","595","7.0","2.0","2.7","1.3","5.1","2.0","6.2","2.7","8.4","2.9","9.7","2.1","9.2","2.5","22.8","3.8","12.6","4.1","16.2","2.8","106118","14281","122637","8544","53.4","(X)","(X)","(X)","(X)","(X)","6503","618","5.2","2.4","2.1","1.5","3.0","2.1","4.0","2.3","8.3","3.4","7.9","2.3","9.7","3.1","25.2","4.3","16.1","5.7","18.5","3.3","124290","8125","137818","11198","(X)","(X)","53.5","(X)","(X)","(X)","4320","511","2.0","1.9","2.2","2.1","1.3","1.2","4.2","3.3","8.0","4.3","7.0","2.4","6.0","2.4","30.1","5.0","15.1","5.6","24.0","4.8","138732","8106","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2479","344","12.7","4.4","4.4","3.1","10.6","4.3","10.7","6.4","10.9","5.8","14.8","4.2","10.3","4.9","18.1","7.5","3.2","2.0","4.3","2.6","51620","15407","71099","10889","(X)","(X)","(X)","(X)","52.2","(X)",
"860Z200US10311","ZCTA5 10311","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US10312","ZCTA5 10312","21366","826","3.3","1.2","1.5","0.7","3.8","1.1","4.1","1.1","7.2","1.4","11.7","2.1","12.0","1.8","20.6","2.1","14.7","1.9","21.0","2.0","111434","4805","135032","5363","57.1","(X)","(X)","(X)","(X)","(X)","16645","833","2.0","1.0","1.1","0.9","2.5","1.1","2.3","1.0","5.9","1.4","10.7","2.1","12.6","2.1","21.4","2.4","17.4","2.1","24.1","2.4","128279","4808","149318","5794","(X)","(X)","57.9","(X)","(X)","(X)","12737","730","0.9","0.6","0.3","0.4","1.5","0.7","2.2","1.1","5.4","1.8","8.9","1.8","11.8","2.3","21.3","2.7","18.2","2.3","29.5","2.6","145602","6822","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4721","447","9.2","3.7","3.1","1.7","8.3","2.7","10.6","3.8","13.2","3.1","17.0","4.8","11.1","4.2","17.2","5.7","4.9","2.8","5.3","2.6","53961","4278","75351","7703","(X)","(X)","(X)","(X)","52.5","(X)",
"860Z200US10314","ZCTA5 10314","31419","816","3.7","1.1","2.8","0.9","4.9","1.0","5.7","1.1","9.7","1.4","10.8","1.4","10.7","1.3","17.8","1.8","13.4","1.4","20.7","1.9","104655","5348","131486","5925","57.0","(X)","(X)","(X)","(X)","(X)","23446","1000","2.6","1.2","1.4","0.6","2.7","0.8","4.6","1.3","7.8","1.6","9.5","1.5","11.4","1.7","19.5","2.1","15.9","1.7","24.5","2.3","123776","6616","147844","6910","(X)","(X)","58.5","(X)","(X)","(X)","17804","856","2.1","1.3","0.7","0.4","1.7","0.7","4.3","1.4","7.5","1.9","9.4","1.8","10.6","1.6","17.2","2.1","17.3","1.9","29.2","2.9","141035","8714","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7973","650","7.5","2.6","6.6","3.0","11.9","3.4","10.1","2.7","14.5","4.3","14.8","3.4","11.8","3.5","14.0","3.0","4.4","2.3","4.5","1.9","49408","5828","71120","6243","(X)","(X)","(X)","(X)","50.0","(X)",
"860Z200US10451","ZCTA5 10451","21414","903","12.5","3.1","10.7","2.6","14.4","2.8","9.8","3.2","14.0","2.9","12.2","2.9","10.5","2.7","7.5","2.1","4.5","1.3","3.9","1.6","37111","4573","59107","5474","40.8","(X)","(X)","(X)","(X)","(X)","11352","985","10.7","4.0","6.0","2.3","12.3","3.9","10.4","4.7","16.6","4.2","12.3","3.3","10.9","3.5","11.3","3.4","5.3","2.1","4.2","1.7","45032","5740","68132","7067","(X)","(X)","46.8","(X)","(X)","(X)","3973","594","2.4","2.2","2.3","1.9","6.2","4.2","14.7","8.3","12.2","6.2","13.2","4.9","9.0","4.1","21.0","7.1","8.7","3.5","10.4","4.5","73268","13634","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10062","979","15.0","4.5","18.0","4.8","17.7","4.3","8.7","3.8","11.9","4.1","11.2","4.0","9.7","4.4","2.7","1.4","2.0","1.5","3.2","2.4","24500","7307","43927","6966","(X)","(X)","(X)","(X)","33.7","(X)",
"860Z200US10452","ZCTA5 10452","28397","946","12.2","2.2","11.4","2.3","11.8","2.0","11.4","2.5","14.0","2.3","14.8","2.5","11.1","2.3","8.0","1.6","3.5","1.1","1.8","0.7","37854","3385","54449","3610","50.4","(X)","(X)","(X)","(X)","(X)","17663","1079","10.1","2.5","6.7","1.9","11.1","2.4","10.8","2.8","16.3","3.1","17.8","3.4","12.2","3.0","9.2","2.1","3.5","1.3","2.4","1.0","46432","3376","61549","5691","(X)","(X)","55.8","(X)","(X)","(X)","6148","710","3.3","2.1","2.0","1.7","4.5","2.4","10.5","6.4","15.3","4.7","20.9","5.5","15.7","4.6","15.3","5.3","7.4","3.4","5.1","2.7","66952","7193","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10734","848","18.1","4.4","19.6","4.9","14.4","3.4","13.4","5.3","10.5","3.7","10.1","3.1","7.2","2.8","5.0","2.4","1.1","1.0","0.5","0.6","22393","5250","35787","3829","(X)","(X)","(X)","(X)","39.2","(X)",
"860Z200US10453","ZCTA5 10453","28462","930","17.0","2.6","10.6","1.9","11.7","2.0","10.3","2.1","11.6","1.9","15.3","2.3","8.4","1.8","9.4","1.8","3.3","0.9","2.4","1.0","35482","3085","53758","3637","47.2","(X)","(X)","(X)","(X)","(X)","17793","902","11.9","2.8","5.8","1.8","8.6","2.0","11.9","2.8","14.6","2.9","18.7","3.1","11.8","2.5","10.0","2.4","3.7","1.2","3.1","1.4","47928","2853","61344","4035","(X)","(X)","50.1","(X)","(X)","(X)","5945","768","4.3","2.6","6.6","3.7","8.9","4.3","7.7","2.9","11.8","5.2","19.7","5.7","15.0","4.9","15.1","4.7","5.6","2.3","5.4","3.5","65505","10990","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10669","835","25.8","5.1","19.0","3.9","17.3","4.4","8.0","3.1","7.0","2.2","10.9","3.7","3.3","2.0","5.7","2.5","1.7","1.3","1.3","1.0","18074","2742","37835","6403","(X)","(X)","(X)","(X)","41.5","(X)",
"860Z200US10454","ZCTA5 10454","14910","619","17.5","2.9","16.3","2.7","14.0","2.9","8.5","2.4","11.6","2.9","10.7","2.4","4.3","1.5","10.1","2.2","3.6","1.5","3.4","1.4","27500","4278","55836","6492","52.6","(X)","(X)","(X)","(X)","(X)","9278","652","16.5","3.3","8.3","2.4","11.7","3.2","9.2","3.2","15.4","4.4","13.2","3.5","5.7","2.3","12.0","3.5","4.9","2.0","3.1","1.4","38750","4789","65133","8849","(X)","(X)","61.0","(X)","(X)","(X)","3673","518","6.5","3.5","1.9","1.9","8.2","4.8","8.0","4.5","15.1","8.2","15.8","5.3","9.3","5.0","20.7","7.4","9.9","4.7","4.7","3.1","63477","20331","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5632","658","20.3","5.5","29.3","5.4","19.5","5.8","6.1","2.9","6.1","3.1","4.9","2.1","3.6","1.9","7.4","2.8","0.5","0.6","2.3","1.9","15149","2159","35036","6164","(X)","(X)","(X)","(X)","34.5","(X)",
"860Z200US10455","ZCTA5 10455","16366","795","17.2","2.8","9.9","2.3","10.3","3.1","9.1","2.7","16.0","3.5","13.2","2.5","8.3","2.1","8.7","2.3","5.1","2.0","2.2","1.0","36701","1709","53392","3652","46.9","(X)","(X)","(X)","(X)","(X)","10287","931","11.6","3.2","5.8","3.5","10.3","4.4","11.7","4.1","16.8","4.7","16.7","3.7","8.9","2.6","7.6","2.8","7.6","3.0","3.1","1.3","43236","4415","61615","5997","(X)","(X)","52.3","(X)","(X)","(X)","3049","529","3.7","3.2","1.4","2.0","2.2","1.9","8.4","4.5","16.2","7.8","22.3","6.9","11.1","4.2","11.2","4.5","14.9","7.2","8.7","4.2","63850","15108","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6079","691","29.1","5.6","19.8","5.1","10.5","4.6","6.8","3.4","12.0","3.9","10.6","4.2","3.7","2.0","6.4","3.5","1.1","1.3","0.0","0.7","15781","4642","31766","4250","(X)","(X)","(X)","(X)","35.4","(X)",
